code,Region_Name,Year,EC_XPD__CAP_CR,HOU_ELC_ACSN_ZS,HOU_MLT_MAIN_ZS,ROD_DIST_BDMG_BM_KM,ROD_DIST_FAIR_BM_KM,ROD_DIST_GOOD_BM_KM,ROD_DIST_LDMG_BM_KM,SE_SRSEC_NENR_ZS,SL_EMP_AGR_FRST_FSH,SL_TLF,SP_URB_TOTL_ZS,LND_TOTL_K2,EC_XPD_TOTL_CR,SP_POP_TOTL,REV_TOTL_CR,DAK_INFR_CR,DAK_INFR_ROD_CR,ROD_VILG_ASPH_ZS,ROD_VILG_DIRT_ZS,ROD_VILG_GRAVL_ZS,ROD_VILG_OTHR_ZS
1114,"Aceh Tamiang, Kab.",2006,51396429852,94.95,,,,,,57.3,,,,1939.72,222474432959,239260,343368387348,8.14,5.43,,,,
1114,"Aceh Tamiang, Kab.",2007,,94.86,,,,,,57.22,57950,110234,,1939.72,,239451,278595879138,10.222,6.588,,,,
1114,"Aceh Tamiang, Kab.",2008,137510088983,96.62,2.22,130,146,177,183,64.84,69319,105389,,1956.72,582929532631,239899,444425539840,12.394,8.142,34.27,11.74,53.05,0.47
1114,"Aceh Tamiang, Kab.",2009,,97.27,,,,,,60.72,49917,105215,,1956.72,,241734,414050834186,11.02,6.916,,,,
1114,"Aceh Tamiang, Kab.",2010,53559867760,97.70461,,,,,,55.14,47713,106638,32.81,,437577309885,251914,450412643699,,,,,,
1114,"Aceh Tamiang, Kab.",2011,81438421514,98.33443,0.6312208,,,,,58.23,58757,111275,32.81577,,524305423252,258896,533310656064,,,35.37736,12.26415,51.88679,0.4716981
1114,"Aceh Tamiang, Kab.",2012,60242039597,99.26,,,,,,53.88,61818,115725,,,565545000000,264167,587559000000,,,,,,
1114,"Aceh Tamiang, Kab.",2013,83186472527,98.436172485,,,,,,57.309399,59160,106543,,,,269007,657325004520,,,,,,
1114,"Aceh Tamiang, Kab.",2014,,,,,,,,61.65,,,,,,,,,,,,,
1115,"Nagan Raya, Kab.",2000,,,,,,,,,,,2.75,,,,,,,,,,
1115,"Nagan Raya, Kab.",2001,,,,,,,,,,,,,,,,,,,,,
1115,"Nagan Raya, Kab.",2002,,,,,,,,,,,,,,,,,,,,,
1115,"Nagan Raya, Kab.",2003,,,0.95,,,,,,,,,2656.55,,127695,,2,1,49.55,9.46,40.09,0.45
1115,"Nagan Raya, Kab.",2004,50045392867,64.34,,,,,,44.83,,,,2656.55,149479391375,111515,150203570691,1.49,1.49,,,,
1115,"Nagan Raya, Kab.",2005,,,1.44,,,,,,,,,3928,,112961,,4.84,2.46,40.81,11.21,45.74,2.24
1115,"Nagan Raya, Kab.",2006,71038625838,78.08,,,,,,47.92,,,,3928,267676471764,123984,300654635614,7.26,4.62,,,,
1115,"Nagan Raya, Kab.",2007,,78.14,,,,,,68.26,23388,50258,,3928,,124141,284725551944,10.699,6.313,,,,
1115,"Nagan Raya, Kab.",2008,77172011220,81.33,0.35,25,39,85,72,65.51,54832,59463,,3363.72,376879097968,124340,379618141952,12.866,7.808,32.74,7.62,59.19,0.45
1115,"Nagan Raya, Kab.",2009,108226173032,82.46,,,,,,56.86,31155,62360,,3363.72,425760001305,125425,429931769656,11.672,7.201,,,,
1115,"Nagan Raya, Kab.",2010,77513513521,94.93287,,,,,,65.03,32665,59846,9.89,,423546156189,139663,396821732177,,,,,,
1115,"Nagan Raya, Kab.",2011,108684984648,93.64404,0.1196416,,,,,65.24,39339,66339,9.889229,,503348657750,143718,491936658319,,,44.79638,5.882353,49.32127,
1115,"Nagan Raya, Kab.",2012,95488129277,96.6,,,,,,66.68,35140,61065,,,531511954221,146386,527511000000,,,,,,
1115,"Nagan Raya, Kab.",2013,153868302218,99.272735596,,,,,,63.590187,32198,63288,,,,149397,639662970802,,,,,,
1115,"Nagan Raya, Kab.",2014,,,,,,,,75.21,,,,,,,,,,,,,
1116,"Aceh Jaya, Kab.",2000,,,,,,,,,,,8.54,,,,,,,,,,
1116,"Aceh Jaya, Kab.",2001,,,,,,,,,,,,,,,,,,,,,
1116,"Aceh Jaya, Kab.",2002,,,,,,,,,,,,,,,,,,,,,
1116,"Aceh Jaya, Kab.",2003,,,2.69,,,,,,,,,3011.36,,89012,,2,1,47.47,6.96,44.3,0.63
1116,"Aceh Jaya, Kab.",2004,,85.49,,,,,,60.67,,,,3011.36,,79958,,1.49,1.49,,,,
1116,"Aceh Jaya, Kab.",2005,,,0.08,,,,,,,,,3817.03,,82789,,4.78,2.46,32.16,30.99,33.33,1.75
1116,"Aceh Jaya, Kab.",2006,43103669790,30.12,,,,,,44.08,,,,3817.03,137792439472,65996,265620053171,6.81,4.35,,,,
1116,"Aceh Jaya, Kab.",2007,,59.83,,,,,,43.99,9621,27372,,3817.03,,70673,278797047799,9.443,5.254,,,,
1116,"Aceh Jaya, Kab.",2008,169102070366,72.25,0.21,21,59,89,36,53.55,11898,28027,,3812.99,493377315263,75597,294265128576,11.41,6.486,32.16,15.79,50.88,0.58
1116,"Aceh Jaya, Kab.",2009,,80.88,,,,,,55.12,14085,35050,,3812.99,,82904,316894733560,12.892,7.615,,,,
1116,"Aceh Jaya, Kab.",2010,131782418831,85.18952,,,,,,63,13626,36046,7.06,,389319578238,76782,360452231581,,,,,,
1116,"Aceh Jaya, Kab.",2011,126152409106,91.37739,0.5393699,,,,,65.49,16192,36697,7.05757,,413563457294,78984,427072148193,,,56.47059,10,32.94118,0.5882353
1116,"Aceh Jaya, Kab.",2012,89854464255,94.24,,,,,,55.9,16261,34574,,,408950000000,80575,432160000000,,,,,,
1116,"Aceh Jaya, Kab.",2013,118539577879,99.267097473,,,,,,70.126465,16223,35170,,,,82385,477644838565,,,,,,
1116,"Aceh Jaya, Kab.",2014,,,,,,,,72.58,,,,,,,,,,,,,
1117,"Bener Meriah, Kab.",2000,,,,,,,,,,,15.48,,,,,,,,,,
1117,"Bener Meriah, Kab.",2001,,,,,,,,,,,,,,,,,,,,,
1117,"Bener Meriah, Kab.",2002,,,,,,,,,,,,,,,,,,,,,
1117,"Bener Meriah, Kab.",2003,,,,,,,,,,,,,,,,,,,,,
1117,"Bener Meriah, Kab.",2004,,,,,,,,,,,,,,100155,,,,,,,
1117,"Bener Meriah, Kab.",2005,20353554725,,1.87,,,,,,,,,1453.99,96287448771,102336,120241668529,,,64.35,20,15.65,
1117,"Bener Meriah, Kab.",2006,78092712222,78.96,,,,,,61.46,,,,1453.99,245117108614,109429,281711928925,8.96,5.87,,,,
1117,"Bener Meriah, Kab.",2007,115344975256,90.02,,,,,,66.03,41434,58687,,1453.99,335078363811,111040,306432484420,11.073,6.917,,,,
1117,"Bener Meriah, Kab.",2008,76198854150,86.28,0.67,139,33,207,44,75.82,41406,56670,,1454.09,389343011800,112549,324858520704,12.749,8.048,55.6,28.02,15.95,
1117,"Bener Meriah, Kab.",2009,85179164124,92.18,,,,,,64.99,44999,60011,,1454.09,660559012851,114464,337735427380,9.928,5.925,,,,
1117,"Bener Meriah, Kab.",2010,105613354399,91.44345,,,,,,63.2,48121,64357,20.08,,385900238861,122277,381867677865,,,,,,
1117,"Bener Meriah, Kab.",2011,109128825802,91.39334,0.1753802,,,,,57.95,38800,54850,20.07952,,432940294034,125732,436769779981,,,72.4138,9.913794,17.24138,0.4310345
1117,"Bener Meriah, Kab.",2012,74610296861,94.87,,,,,,55.35,43883,61753,,,448100000000,128070,448856000000,,,,,,
1117,"Bener Meriah, Kab.",2013,116005178587,96.069534302,,,,,,65.950745,50555,67579,,,,131023,525853728871,,,,,,
1117,"Bener Meriah, Kab.",2014,,,,,,,,77.42,,,,,,,,,,,,,
1118,"Pidie Jaya, Kab.",2000,,,,,,,,,,,,,,,,,,,,,
1118,"Pidie Jaya, Kab.",2001,,,,,,,,,,,,,,,,,,,,,
1118,"Pidie Jaya, Kab.",2002,,,,,,,,,,,,,,,,,,,,,
1118,"Pidie Jaya, Kab.",2003,,,,,,,,,,,,,,,,,,,,,
1118,"Pidie Jaya, Kab.",2004,,,,,,,,,,,,,,,,,,,,,
1118,"Pidie Jaya, Kab.",2005,,,,,,,,,,,,,,,,,,,,,
1118,"Pidie Jaya, Kab.",2006,,,,,,,,,,,,,,125892,,,,,,,
1118,"Pidie Jaya, Kab.",2007,,79.56,,,,,,62.62,,,,,,128446,,,,,,,
1118,"Pidie Jaya, Kab.",2008,19949590736,84.58,0.89,127,22,146,24,66.88,21209,55049,,1073.6,163578465812,130906,186664193024,2.292,1.593,31.53,26.13,42.34,
1118,"Pidie Jaya, Kab.",2009,,89.41,,,,,,60.94,32233,60302,,1073.6,,135345,322507694797,17.735,11.365,,,,
1118,"Pidie Jaya, Kab.",2010,126578546357,89.38387,,,,,,69.79,27240,58326,8.02,,388058608893,132956,383488536563,,,,,,
1118,"Pidie Jaya, Kab.",2011,142365797535,95.14125,0.3341709,,,,,54.95,27459,60287,8.017147,,452577960720,136792,440957784700,,,68.32579,5.429864,26.24434,
1118,"Pidie Jaya, Kab.",2012,84263788782,95.41,,,,,,56.06,25445,61179,,,418269589979,139399,426371000000,,,,,,
1118,"Pidie Jaya, Kab.",2013,102100523498,97.030838013,,,,,,53.531822,26061,60600,,,,142887,505395825246,,,,,,
1118,"Pidie Jaya, Kab.",2014,,,,,,,,70.45,,,,,,,,,,,,,
1171,"Banda Aceh, Kota",2000,,,21.67,,,,,,,,100,71,,216289,90015131000,,,93.26,1.12,5.62,
1171,"Banda Aceh, Kota",2001,34183265784,,,,,,,,,,,61.36,170217475120,221418,188251942570,,,,,,
1171,"Banda Aceh, Kota",2002,37064610590,99.38,,,,,,,,,,61.36,208097494700,225615,201356159990,,,,,,
1171,"Banda Aceh, Kota",2003,35475008971,99.57,34.8,,,,,75.2,,,,61.36,223030268943,235422,235566581717,5.2,5.2,92.13,,7.87,
1171,"Banda Aceh, Kota",2004,30374181559,98.75,,,,,,72.05,,,,61.36,215452253432,238704,231151993042,2.23,2.23,,,,
1171,"Banda Aceh, Kota",2005,35338076499,,16.36,,,,,,,,,61.36,250990945308,239501,263577367733,2.08,2.08,62.92,25.84,11.24,
1171,"Banda Aceh, Kota",2006,85187781168,99.58,,,,,,77.78,,,,61.36,374536574886,199241,412717935861,6.27,5.05,,,,
1171,"Banda Aceh, Kota",2007,,99.58,,,,,,75.23,317,33811,,61.36,,219659,466404069537,9.07,6.873,,,,
1171,"Banda Aceh, Kota",2008,103506208537,99.58,18.6,,,205,136,61.16,1057,105820,,61.36,533226140938,217918,470177889600,10.604,8.276,95.56,2.22,2.22,
1171,"Banda Aceh, Kota",2009,,99.79,,,,,,63.9,1137,103018,,61.36,,212241,531193992452,11.151,8.635,,,,
1171,"Banda Aceh, Kota",2010,67769464363,99.54649,,,,,,61.95,691,90840,100,,584272753809,223446,586845409054,,,,,,
1171,"Banda Aceh, Kota",2011,56726785104,100,7.818435,,,,,58.17,2926,104602,100,,714452301867,229532,719614413954,,,100,,,
1171,"Banda Aceh, Kota",2012,64777078081,99.8,,,,,,60.97,4098,101455,,,765405476388,234517,787575000000,,,,,,
1171,"Banda Aceh, Kota",2013,123374799410,100,,,,,,55.843864,3023,108718,,,,239404,928240738867,,,,,,
1171,"Banda Aceh, Kota",2014,,,,,,,,58.42,,,,,,,,,,,,,
1172,"Sabang, Kota",2000,,,12.86,,,,,,,,64.46,200,,22734,31685599000,,,100,,,
1172,"Sabang, Kota",2001,43584867298,,,,,,,,,,,118.7,113945664500,24012,115992022210,,,,,,
1172,"Sabang, Kota",2002,,,,,,,,,,,,118.7,,24652,,,,,,,
1172,"Sabang, Kota",2003,,90.65,24.19,,,,,58.73,,,,118.7,,25637,,5.8,5.8,100,,,
1172,"Sabang, Kota",2004,,95.43,,,,,,62.49,,,,118.7,,28489,,1.77,1.77,,,,
1172,"Sabang, Kota",2005,23781459203,,20.87,,,,,,,,,153,139321981435,29079,159394433153,2.03,2.03,100,,,
1172,"Sabang, Kota",2006,51895643187,96.09,,,,,,65.61,,,,153,213051957746,29098,229692415202,7.53,6.6,,,,
1172,"Sabang, Kota",2007,,97.14,,,,,,65,4465,14669,,153,,29144,268841720179,8.814,6.733,,,,
1172,"Sabang, Kota",2008,45220894780,97.62,8.74,,,145,23,52.59,3056,13685,,153,311191631310,29221,278248807680,10.98,8.412,100,,,
1172,"Sabang, Kota",2009,8414738234,98.69,,,,,,73.71,4078,14892,,153,246146163574,29184,343069343036,11.629,9.09,,,,
1172,"Sabang, Kota",2010,58383698888,98.49043,,,,,,60.21,3264,14326,62.14,,330428913161,30653,313058271212,,,,,,
1172,"Sabang, Kota",2011,93986438260,98.80528,6.241754,,,,,65.99,1820,13967,62.13932,,387370869777,31314,391220906511,,,100,,,
1172,"Sabang, Kota",2012,79098315930,99.01,,,,,,72.56,1594,12458,,,401177000000,31822,405018000000,,,,,,
1172,"Sabang, Kota",2013,62345673049,99.584220886,,,,,,57.444168,1604,13053,,,,32215,427090107789,,,,,,
1172,"Sabang, Kota",2014,,,,,,,,77.7,,,,,,,,,,,,,
1173,"Langsa, Kota",2000,,,,,,,,,,,71.26,,,,,,,,,,
1173,"Langsa, Kota",2001,,,,,,,,,,,,262.41,,,,,,,,,
1173,"Langsa, Kota",2002,19904761605,,,,,,,,,,,262.41,82180677848,129854,89026650875,,,,,,
1173,"Langsa, Kota",2003,27430301705,,16.47,,,,,,,,,262.41,119123409996,132247,119010436797,1,1,70.59,,27.45,
1173,"Langsa, Kota",2004,31154336478,99.35,,,,,,74.35,,,,262.41,133935158745,134281,150021884090,2.5,2.5,,,,
1173,"Langsa, Kota",2005,20500954508,,18.11,,,,,,,,,262.41,157686317225,134247,182168835386,2.19,2.19,82.35,3.92,11.76,
1173,"Langsa, Kota",2006,58731799082,99.66,,,,,,66.65,,,,262.41,272391539168,139893,283603993441,5.78,4.69,,,,
1173,"Langsa, Kota",2007,,97.83,,,,,,67.03,17754,55175,,262.41,,140005,292541915033,7.903,5.937,,,,
1173,"Langsa, Kota",2008,63729401207,99.33,12.99,,,163,184,70.79,15099,55628,,262.41,372385533722,140267,322850274992,9.809,7.393,82.35,1.96,13.73,
1173,"Langsa, Kota",2009,103022398926,97.86,,,,,,69.14,19232,58720,,262.41,387465968401,140415,343894119234,12.731,8.324,,,,
1173,"Langsa, Kota",2010,60631922627,99.1059,,,,,,65.6,18738,61620,83.43,,367998740960,148945,352363772837,,,,,,
1173,"Langsa, Kota",2011,82663393640,99.43599,1.682248,,,,,52.8,10541,64107,83.43504,,427190319036,153097,439399717739,,,77.27273,7.575758,13.63636,1.515152
1173,"Langsa, Kota",2012,47051341954,100,,,,,,65.73,10769,63643,,,426160000000,156505,466012000000,,,,,,
1173,"Langsa, Kota",2013,63891887609,99.248306274,,,,,,64.119507,11486,62274,,,,159761,560020278917,,,,,,
1173,"Langsa, Kota",2014,,,,,,,,68.08,,,,,,,,,,,,,
1174,"Lhokseumawe, Kota",2000,,,,,,,,,,,82.4,,,,,,,,,,
1174,"Lhokseumawe, Kota",2001,,,,,,,,,,,,181.06,,,,,,,,,
1174,"Lhokseumawe, Kota",2002,,,,,,,,,,,,181.06,,135264,,,,,,,
1174,"Lhokseumawe, Kota",2003,,,20.26,,,,,,,,,181.06,,149155,,1,1,67.65,,32.35,
1174,"Lhokseumawe, Kota",2004,39455654194,96.69,,,,,,73,,,,181.06,189199734376,138679,187182137597,1.77,1.77,,,,
1174,"Lhokseumawe, Kota",2005,47578234249,,37.08,,,,,,,,,181.06,202571054678,139932,213324706902,1.7,1.7,75,5.88,19.12,
1174,"Lhokseumawe, Kota",2006,51412322115,98.07,,,,,,72.86,,,,181.06,269751313103,157635,305363895225,5.09,4.06,,,,
1174,"Lhokseumawe, Kota",2007,,93.5,,,,,,63.77,18266,69737,,181.06,,158169,368105449387,6.582,4.705,,,,
1174,"Lhokseumawe, Kota",2008,93322669003,98.25,15.35,,,99,133,68.81,2663,58825,,181.06,416422478301,158760,387364225216,7.969,5.996,75,1.47,23.53,
1174,"Lhokseumawe, Kota",2009,108224357961,97.55,,,,,,67.74,15574,62036,,181.06,476733533058,159239,380280253082,10.286,7.957,,,,
1174,"Lhokseumawe, Kota",2010,68308710479,98.20605,,,,,,71.86,10055,66326,75.51,,401714693013,171163,411680580531,,,,,,
1174,"Lhokseumawe, Kota",2011,107284438920,98.55361,5.29375,,,,,69.94,13908,74054,75.51268,,521512743784,175908,520817290063,,,83.82353,,16.17647,
1174,"Lhokseumawe, Kota",2012,107183000000,99.25,,,,,,64.27,10239,67875,,,572642139917,179376,582616000000,,,,,,
1174,"Lhokseumawe, Kota",2013,119231217739,99.175094604,,,,,,76.944115,14763,71311,,,,183232,643373365018,,,,,,
1174,"Lhokseumawe, Kota",2014,,,,,,,,79.63,,,,,,,,,,,,,
1175,"Subulussalam, Kota",2000,,,,,,,,,,,,,,,,,,,,,
1175,"Subulussalam, Kota",2001,,,,,,,,,,,,,,,,,,,,,
1175,"Subulussalam, Kota",2002,,,,,,,,,,,,,,,,,,,,,
1175,"Subulussalam, Kota",2003,,,,,,,,,,,,,,,,,,,,,
1175,"Subulussalam, Kota",2004,,,,,,,,,,,,,,,,,,,,,
1175,"Subulussalam, Kota",2005,,,,,,,,,,,,,,,,,,,,,
1175,"Subulussalam, Kota",2006,,,,,,,,,,,,,,61870,,,,,,,
1175,"Subulussalam, Kota",2007,,81.45,,,,,,58.85,,,,,,63444,,,,,,,
1175,"Subulussalam, Kota",2008,30649972432,85.3,4.61,,,,,40.42,28862,24988,,1391,198737832364,64256,152113905696,2.038,1.432,32.43,21.62,37.84,4.05
1175,"Subulussalam, Kota",2009,,95.32,,,,,,54.64,11195,23456,,1391,,66451,249028773527,18.781,12.05,,,,
1175,"Subulussalam, Kota",2010,86473311900,88.11275,,,,,,62.82,8728,22168,19.03,,277081342350,67446,272601596067,,,,,,
1175,"Subulussalam, Kota",2011,99212262694,92.1976,0.5120928,,,,,50.8,13862,26403,19.03709,,316466407746,69110,323295257068,,,58.90411,5.479452,31.50685,4.109589
1175,"Subulussalam, Kota",2012,61788343756,97.59,,,,,,58.19,13753,25048,,,306284513800,71003,315178000000,,,,,,
1175,"Subulussalam, Kota",2013,67918238129,96.35308075,,,,,,67.672325,13104,27335,,,,72103,357145482100,,,,,,
1175,"Subulussalam, Kota",2014,,,,,,,,80.58,,,,,,,,,,,,,
1201,"Nias, Kab.",2000,,32.99,1.17,1304,257,110,255,28.62,,,5.49,5318,,683416,85776580000,,,33.94,25.11,32.27,1.83
1201,"Nias, Kab.",2001,65535375662,38.13,,,,,,26.93,,,,5625,215770298380,685618,221080860670,,,,,,
1201,"Nias, Kab.",2002,44014690712,54.43,,1304,257,110,255,14.67,,,,5625.01,226546574270,694093,238206745470,,,,,,
1201,"Nias, Kab.",2003,62160077339,54.95,1.31,,,,,22.24,,,,5157.69,273505069629,700246,263344427456,4,4,35.01,24.2,35.77,0.46
1201,"Nias, Kab.",2004,,41.93,,,,,,33.03,,,,5157.69,,433350,,4.69,3.09,,,,
1201,"Nias, Kab.",2005,,,,,,,,36.98,,,,3332.48,,441807,,5.83,3.16,46.38,24.89,27.83,0.45
1201,"Nias, Kab.",2006,38581934327,54.27,,,,,,41.8,,,,3332.48,296685287454,441676,389976226901,11.14,7.61,,,,
1201,"Nias, Kab.",2007,,49.29,,,,,,43.67,146280,192467,,3332.48,,442548,478586936189,21.87,15.397,,,,
1201,"Nias, Kab.",2008,125799628463,59.85,0.98,882,170,262,112,38.34,220498,204527,,3799.8,,443492,541048927808,26.289,18.612,32.28,30.02,35.89,0.68
1201,"Nias, Kab.",2009,,60.45,,,,,,40.78,168828,207316,,3799.8,,444502,177359618707,21.991,14.525,,,,
1201,"Nias, Kab.",2010,83037052689,54.09721,,,,,,29.12,56431,68386,1.2,,306518683117,131377,294108242149,,,,,,
1201,"Nias, Kab.",2011,144051482329,51.38675,,,,,,25.62,55849,60513,1.198822,,406403024909,132698,409360948454,,,39.4958,21.0084,39.4958,
1201,"Nias, Kab.",2012,153105000000,57.84,,,,,,36.37,65513,69873,,,404093000000,133611,419400000000,,,,,,
1201,"Nias, Kab.",2013,173429299099,49.991947174,,,,,,40.623489,62045,68544,,,,134469,461358930184,,,,,,
1201,"Nias, Kab.",2014,,,,,,,,41.49,,,,,,,,,,,,,
1202,"Mandailing Natal, Kab.",2000,,70.27,1.34,100,350,200,350,48.42,,,12.62,,,,60986719000,,,69.96,12.82,14.65,
1202,"Mandailing Natal, Kab.",2001,48792703856,53.44,,,,,,43.98,,,,6620.7,161793208180,361051,174761630580,,,,,,
1202,"Mandailing Natal, Kab.",2002,44514267686,52.69,,100,350,200,350,30.69,,,,6670,173210144070,365462,170211214730,,,,,,
1202,"Mandailing Natal, Kab.",2003,,50.23,1.04,,,,,43.24,,,,6670,,371033,,3,1.7,67.26,10.68,20.64,
1202,"Mandailing Natal, Kab.",2004,,66.27,,,,,,48.69,,,,6620.7,,379045,,4.36,2.66,,,,
1202,"Mandailing Natal, Kab.",2005,45525272154,,1.6,,,,,43.56,,,12.04305534,6670,229694286919,386150,243411790373,4.47,1.96,53.62,17.16,28.42,0.27
1202,"Mandailing Natal, Kab.",2006,104000675636,75.51,,,,,,46.23,,,,6670,371077933460,411153,383951564707,8.85,5.55,,,,
1202,"Mandailing Natal, Kab.",2007,,71.76,,,,,,43.27,117808,181812,,6670,,417590,401895772931,16.122,10.733,,,,
1202,"Mandailing Natal, Kab.",2008,147440427360,72.24,1.95,570,211,134,442,46.25,132554,189672,,6134,692872212198,423712,575049789696,19.159,13.168,54.94,20.25,23.54,
1202,"Mandailing Natal, Kab.",2009,90022285744,78.58,,,,,,40.62,133334,200852,,6134,227236225738,429889,542315951752,16.408,10.917,,,,
1202,"Mandailing Natal, Kab.",2010,106123207303,70.17608,,,,,,41.64,131614,203493,16.72,,602563533412,404945,597246592053,,,,,,
1202,"Mandailing Natal, Kab.",2011,88218120107,75.66395,2.142098,,,,,46.79,120491,195757,16.72184,,650263316991,411571,682878787346,,,60.39604,11.13861,27.47525,0.990099
1202,"Mandailing Natal, Kab.",2012,133047000000,78.66,,,,,,54.45,112664,205501,,,765110000000,416684,791409000000,,,,,,
1202,"Mandailing Natal, Kab.",2013,141626200066,88.389465332,,,,,,60.572952,103738,218771,,,,421579,870952264687,,,,,,
1202,"Mandailing Natal, Kab.",2014,,,,,,,,63.12,,,,,,,,,,,,,
1203,"Tapanuli Selatan, Kab.",2000,,61.69,1.14,23,631,95,2151,31.2,,,1.33,18897,,1094213,121298787000,,,52.84,21.88,24.49,
1203,"Tapanuli Selatan, Kab.",2001,34128235060,77.91,,,,,,59.51,,,,12275,272195598680,746852,283424621260,,,,,,
1203,"Tapanuli Selatan, Kab.",2002,43635321500,69.45,,30,631,91,2148,48.78,,,,12260.64,293729688950,755975,290885564530,,,,,,
1203,"Tapanuli Selatan, Kab.",2003,51325063378,76.37,0.4,,,,,52.79,,,,12260.64,320038533350,617839,330580274595,4.1,2.2,42.59,25.12,31.8,
1203,"Tapanuli Selatan, Kab.",2004,44418175435,67.86,,,,,,51.04,,,,12260.64,329829566673,630166,336823511121,1.5,1.5,,,,
1203,"Tapanuli Selatan, Kab.",2005,,,1.12,,,,,61.26,,,1.290870109,13965.92,,626702,,6.12,2.56,40.99,23.32,35.35,0.17
1203,"Tapanuli Selatan, Kab.",2006,127073734990,79.64,,,,,,56.75,,,,13965.92,538336784454,631745,581097584567,16.26,8.51,,,,
1203,"Tapanuli Selatan, Kab.",2007,,70.49,,,,,,46.94,219420,297532,,13965.92,,637312,705041432407,26.257,15.723,,,,
1203,"Tapanuli Selatan, Kab.",2008,233334976066,70.96,1.25,357,968,377,1811,53.66,276807,317175,,13841.26,,642299,763157542144,26.257,15.723,50.3,13.28,36.42,
1203,"Tapanuli Selatan, Kab.",2009,,86.45,,,,,,44.98,105920,139969,,6030.47,,265855,230825510675,14.539,8.946,,,,
1203,"Tapanuli Selatan, Kab.",2010,108628630715,84.53876,,,,,,51.83,118168,149819,4.5,,472067567732,263815,517689957618,,,,,,
1203,"Tapanuli Selatan, Kab.",2011,137835762978,84.54626,0.495642,,,,,62.98,96561,131588,4.49568,,554348545417,266776,652666732175,,,72.17742,5.645161,22.17742,
1203,"Tapanuli Selatan, Kab.",2012,194194000000,87.04,,,,,,58.29,117373,150587,,,676024000000,268900,726029000000,,,,,,
1203,"Tapanuli Selatan, Kab.",2013,267454272679,87.576705933,,,,,,64.540451,115538,158456,,,,271053,810115474841,,,,,,
1203,"Tapanuli Selatan, Kab.",2014,,,,,,,,65.49,,,,,,,,,,,,,
1204,"Tapanuli Tengah, Kab.",2000,,88.84,0.5,44,210,70,344,76.16,,,11.99,2188,,244679,50299526000,,,71.43,16.33,11.56,
1204,"Tapanuli Tengah, Kab.",2001,25839485344,68.79,,,,,,48.07,,,,2188,111997575870,264090,134062848980,,,,,,
1204,"Tapanuli Tengah, Kab.",2002,36436935222,69.16,,246,441,135,909,48.64,,,,2194.98,139617349900,268034,146737075250,,,,,,
1204,"Tapanuli Tengah, Kab.",2003,61707134921,74.33,1.43,,,,,48.24,,,,2194.98,191439174217,273217,177134038415,3.4,2.1,77.9,13.81,7.18,
1204,"Tapanuli Tengah, Kab.",2004,66353928740,67.18,,,,,,42.89,,,,2194.98,204276665267,278472,191622971644,4.67,3.07,,,,
1204,"Tapanuli Tengah, Kab.",2005,,,3.64,,,,,53.85,,,14.378686965,2194.98,,283035,,4.62,2.5,65.41,22.64,11.32,
1204,"Tapanuli Tengah, Kab.",2006,67171865180,83.12,,,,,,54.25,,,,2194.98,257096867397,297162,298902406015,8.21,5.29,,,,
1204,"Tapanuli Tengah, Kab.",2007,129932295410,91.31,,,,,,53.15,78788,126026,,2194.98,363887881953,305922,339320343082,12.005,6.75,,,,
1204,"Tapanuli Tengah, Kab.",2008,129419910950,92.87,6.52,198,158,171,207,49.87,82197,134947,,2188,540146592808,314632,422362872960,14.432,8.268,76.3,10.4,11.56,0.58
1204,"Tapanuli Tengah, Kab.",2009,222770203442,92.73,,,,,,44.42,88085,143815,,2188,560744313706,323563,424969081730,15.193,9.575,,,,
1204,"Tapanuli Tengah, Kab.",2010,0,88.51308,,,,,,52.55,91441,157708,25.4,,357511210640,311232,454733085924,,,,,,
1204,"Tapanuli Tengah, Kab.",2011,99683221951,87.6702,1.547497,,,,,56.94,94699,145275,25.39925,,544321692514,320709,555239031362,,,75.42857,10.28571,14.28571,
1204,"Tapanuli Tengah, Kab.",2012,154200000000,91.81,,,,,,48.38,98989,159637,,,680016000000,328210,705933000000,,,,,,
1204,"Tapanuli Tengah, Kab.",2013,258593437036,91.612106323,,,,,,55.935482,96859,166819,,,,335593,871723619865,,,,,,
1204,"Tapanuli Tengah, Kab.",2014,,,,,,,,68.1,,,,,,,,,,,,,
1205,"Tapanuli Utara, Kab.",2000,,79.97,3.08,106,807,176,1600,38.97,,,9.64,10605,,711836,87339668000,,,68.99,6.33,24.68,
1205,"Tapanuli Utara, Kab.",2001,50123772280,81.08,,,,,,70.76,,,,6126.97,205263866900,405590,221655698980,,,,,,
1205,"Tapanuli Utara, Kab.",2002,49920782116,79.13,,213,741,176,1559,69.64,,,,6214.25,240350863970,407643,253129097430,,,,,,
1205,"Tapanuli Utara, Kab.",2003,62589096222,88.83,4.38,,,,,71.55,,,,6126.97,182717162966,407593,282159744825,4.8,3,46.47,10,42.35,
1205,"Tapanuli Utara, Kab.",2004,15664387471,89.09,,,,,,74.44,,,,6126.97,192055894011,255400,194435617838,5.43,3.53,,,,
1205,"Tapanuli Utara, Kab.",2005,36418708942,,4.58,,,,,66.44,,,8.8940712735,3791.64,219691693357,256201,210904492169,5.66,3.29,56.44,17.33,24,0.89
1205,"Tapanuli Utara, Kab.",2006,84680332722,85.53,,,,,,61.47,,,,3791.64,342281846599,259706,357837284748,9.29,6.15,,,,
